CPU_MEM_TOTAL: 394153276
CPUS_ON_NODE: 48
CPUS_ON_NODE: 48
REQUESTED_CPUS: 8
REQUESTED_CPUS: 8
REQUESTED_NODES 1
REQUESTED_NODES 1
NODE_NAME: c304
NODE_NAME: c304
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 331260 314033344   5248 15138804    0    0     0     4    0    0 57  1 42  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0 331260 314033344   5248 15138804    0    0     0     4    0    0 57  1 42  0  0
12  0 331260 291307328   5248 15292544    0    0     0   828 15001 29495 13  3 79  5  0
12  0 331260 291307328   5248 15292544    0    0     0   828 14993 29452 13  3 79  5  0
12  0 331260 291296128   5248 15293724    0    0     0    18 13590 4602 22  1 76  2  0
12  0 331260 291296128   5248 15293724    0    0     0    18 13590 4602 22  1 76  2  0
12  0 331260 291296928   5248 15293724    0    0     0     0 13226  989 25  0 75  0  0
12  0 331260 291296928   5248 15293724    0    0     0     0 13236  989 25  0 75  0  0
12  0 331260 291297728   5248 15293596    0    0     0     0 13706 4204 25  0 75  0  0
12  0 331260 291297728   5248 15293596    0    0     0     0 13715 4208 25  0 75  0  0
13  0 331260 284221312   5248 15327468    0    0     0    41 13299 4622 23  1 75  1  0
13  0 331260 284221312   5248 15327468    0    0     0    41 13299 4619 23  1 75  1  0
12  0 331260 291257280   5248 15327608    0    0     0     1 13143  702 25  0 75  0  0
12  0 331260 291257280   5248 15327608    0    0     0     1 13146  703 25  0 75  0  0
12  0 331260 291257088   5248 15327608    0    0     0     0 13179  697 25  0 75  0  0
12  0 331260 291257088   5248 15327608    0    0     0     0 13176  696 25  0 75  0  0
12  0 331260 291256928   5248 15327612    0    0     0     8 13660 3974 25  0 75  0  0
12  0 331260 291256928   5248 15327612    0    0     0     8 13661 3977 25  0 75  0  0
13  0 331260 291255968   5248 15327508    0    0     0     0 14093 6291 24  1 75  0  0
13  0 331260 291255968   5248 15327508    0    0     0     0 14092 6287 24  1 75  0  0
12  0 331260 291255968   5248 15327420    0    0     0     0 13128  669 25  0 75  0  0
12  0 331260 291255968   5248 15327420    0    0     0     0 13128  670 25  0 75  0  0
12  0 331260 291255648   5248 15327420    0    0     0     2 13131  899 25  0 75  0  0
12  0 331260 291255648   5248 15327420    0    0     0     2 13131  901 25  0 75  0  0
12  0 331260 284219488   5248 15327292    0    0     0     0 13481 4553 24  1 75  0  0
11  0 331260 284219488   5248 15327292    0    0     0     0 13487 4580 24  1 75  0  0
13  0 331260 291253088   5248 15330568    0    0     0     0 13414 5908 24  0 75  0  0
13  0 331260 291253088   5248 15330568    0    0     0     0 13402 5879 24  0 75  0  0
13  0 331260 291213760   5248 15366556    0    0     0    10 12789  864 25  0 75  0  0
12  0 331260 291213760   5248 15366556    0    0     0    10 12788  864 25  0 75  0  0
12  0 331260 291209888   5248 15369868    0    0     0     2 12922 1077 25  0 75  0  0
12  0 331260 291209888   5248 15369868    0    0     0     2 12926 1076 25  0 75  0  0
12  0 331260 291207072   5248 15373056    0    0     0     0 13403 2845 25  0 75  0  0
13  0 331260 291207072   5248 15373056    0    0     0     0 13412 2846 25  0 75  0  0
14  0 331260 291203168   5248 15376364    0    0     0     1 13761 6151 25  0 75  0  0
13  0 331260 291203232   5248 15376364    0    0     0     1 13770 6155 25  0 75  0  0
12  0 331260 291200928   5248 15379560    0    0     0     0 13137  776 25  0 75  0  0
12  0 331260 291200928   5248 15379560    0    0     0     0 13137  773 25  0 75  0  0
13  0 331260 291197152   5248 15382740    0    0     0     0 13051  885 25  0 75  0  0
12  0 331260 291197152   5248 15382740    0    0     0     0 13049  885 25  0 75  0  0
12  0 331260 291193568   5248 15386080    0    0     0    10 13019  742 25  0 75  0  0
12  0 331260 291193568   5248 15386080    0    0     0    10 13008  741 25  0 75  0  0
