CPU_MEM_TOTAL: 394153280
CPUS_ON_NODE: 48
CPUS_ON_NODE: 48
REQUESTED_CPUS: 1
REQUESTED_CPUS: 1
REQUESTED_NODES 1
REQUESTED_NODES 1
NODE_NAME: c301
NODE_NAME: c301
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0   7160 380111584   5248 5815352    0    0     1     3    0    0 49  1 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0   7160 380111584   5248 5815352    0    0     1     3    0    0 49  1 50  0  0
 0  0   7160 379993024   5248 5877016    0    0     0    13 2374 9099  0  0 100  0  0
 0  0   7160 379993024   5248 5877016    0    0     0    13 2365 9067  0  0 100  0  0
 4  0   7160 377316384   5248 5891912    0    0     0   820 1643 2377  1  0 98  0  0
 2  0   7160 377316384   5248 5891912    0    0     0   820 1644 2378  1  0 98  0  0
 2  0   7160 377315456   5248 5891916    0    0     0     0 1324  503  2  0 98  0  0
 1  0   7160 377315456   5248 5891916    0    0     0     0 1323  502  2  0 98  0  0
 2  0   7160 377311584   5248 5895176    0    0     0    46 1439  893  2  0 98  0  0
 1  0   7160 377311584   5248 5895176    0    0     0    46 1439  893  2  0 98  0  0
 2  0   7160 377308096   5248 5898456    0    0     0     1 1241  515  2  0 98  0  0
 1  0   7160 377308096   5248 5898456    0    0     0     1 1241  515  2  0 98  0  0
 2  0   7160 377304704   5248 5901760    0    0     0     0 1276  540  2  0 98  0  0
 1  0   7160 377304704   5248 5901760    0    0     0     0 1276  540  2  0 98  0  0
 3  0   7160 377304768   5248 5901772    0    0     0    23 1291  478  2  0 98  0  0
 2  0   7160 377304768   5248 5901772    0    0     0    23 1291  478  2  0 98  0  0
 2  0   7160 377301184   5248 5905076    0    0     0     0 1244  482  2  0 98  0  0
 1  0   7160 377301184   5248 5905076    0    0     0     0 1244  482  2  0 98  0  0
 2  0   7160 377297696   5248 5908396    0    0     0     0 1228  493  2  0 98  0  0
 1  0   7160 377297696   5248 5908396    0    0     0     0 1228  493  2  0 98  0  0
 2  0   7160 377293760   5248 5911728    0    0     0    14 1380  763  2  0 98  0  0
 1  0   7160 377293760   5248 5911728    0    0     0    14 1380  763  2  0 98  0  0
 2  0   7160 377290240   5248 5915096    0    0     0     0 1203  431  2  0 98  0  0
 1  0   7160 377290240   5248 5915096    0    0     0     0 1203  431  2  0 98  0  0
 2  0   7160 377286656   5248 5918440    0    0     0     0 1231  495  2  0 98  0  0
 1  0   7160 377286656   5248 5918440    0    0     0     0 1231  495  2  0 98  0  0
 2  0   7160 377283264   5248 5921788    0    0     0     2 1300  502  2  0 98  0  0
 1  0   7160 377283264   5248 5921788    0    0     0     2 1300  502  2  0 98  0  0
 2  0   7160 377280064   5248 5925064    0    0     0     2 1243  460  2  0 98  0  0
 1  0   7160 377280064   5248 5925064    0    0     0     2 1243  460  2  0 98  0  0
 2  0   7160 377279936   5248 5925128    0    0     0     0 1211  401  2  0 98  0  0
 1  0   7160 377279936   5248 5925128    0    0     0     0 1211  401  2  0 98  0  0
 2  0   7160 377277120   5248 5927400    0    0     0     7 1413  786  2  0 98  0  0
 1  0   7160 377277120   5248 5927400    0    0     0     7 1413  786  2  0 98  0  0
 2  0   7160 377276096   5248 5928492    0    0     0     0 1245  446  2  0 98  0  0
 1  0   7160 377276096   5248 5928492    0    0     0     0 1245  446  2  0 98  0  0
 2  0   7160 377272448   5248 5931852    0    0     0     0 1248  485  2  0 98  0  0
 1  0   7160 377272448   5248 5931852    0    0     0     0 1248  485  2  0 98  0  0
 2  0   7160 377268672   5248 5935228    0    0     0     1 1289  511  2  0 98  0  0
 1  0   7160 377268672   5248 5935228    0    0     0     1 1289  511  2  0 98  0  0
 2  0   7160 377265152   5248 5938636    0    0     0     0 1260  491  2  0 98  0  0
 1  0   7160 377265152   5248 5938636    0    0     0     0 1260  491  2  0 98  0  0
 3  0   7160 377261600   5248 5941996    0    0     0     0 1240  474  2  0 98  0  0
 1  0   7160 377261600   5248 5941996    0    0     0     0 1240  474  2  0 98  0  0
 2  0   7160 377257600   5248 5945388    0    0     0    11 1413  805  2  0 98  0  0
 1  0   7160 377257600   5248 5945388    0    0     0    11 1413  804  2  0 98  0  0
 2  0   7160 377254240   5248 5948772    0    0     0     2 1219  431  2  0 98  0  0
 1  0   7160 377254240   5248 5948772    0    0     0     2 1219  431  2  0 98  0  0
